sep=,ACCELEROMETER X (m/s²),8.8165,8.9494,4.0174,2.8694,5.4545,10.9576,11.4603,5.3887,5.6969,9.5587,12.8406,8.9111,4.3119,3.1626,8.5059,14.8835,11.7273,3.1363,3.2919,3.0729,8.6214,19.6431,8.7717,2.2169,-6.1161,19.6431,14.0928,0.9049,-3.1503,19.6431,11.4029,-0.6717,3.6074,19.6431,15.1396,3.3254,0.7804,16.5199,8.5382,4.2227,3.1243,19.6431,12.8789,-3.2454,1.3532,16.8928,2.9095,-2.6924,7.2112,19.6431,10.9851,1.4933,-1.9843,16.3086,13.918,5.5862,0.7816,19.1816,8.977,-3.5998,-12.6433,0.6781,13.2548,5.1552,3.2315,4.9026
FIELD2,ACCELEROMETER Y (m/s²),-2.3113,0.029,1.0525,-0.1141,-0.3762,-0.2942,1.2488,2.5681,2.6842,4.6732,1.6241,-0.6869,-0.5941,-0.0488,1.3823,3.0062,3.248,1.4619,2.2748,4.9856,7.7234,6.5197,1.2776,-5.6207,-10.217,11.4984,13.2827,2.9427,5.6207,19.5693,-0.873,-9.4664,-9.4329,9.2622,12.9314,5.3399,5.2178,18.3596,-1.4638,-7.4253,-2.5484,12.7745,9.9757,1.7049,2.999,19.5693,4.0974,-6.8795,-3.3839,14.5624,10.5934,2.5878,0.9322,19.5693,7.8467,-3.6587,-5.7494,9.3754,9.0396,1.8905,4.1656,1.7822,9.0492,8.4255,1.2351,0.0344
FIELD3,ACCELEROMETER Z (m/s²),15.5767,8.1804,3.4411,1.5988,2.4164,9.5559,2.912,1.6095,5.1332,7.2221,11.2061,5.5582,0.3394,-0.7194,5.3176,6.4297,4.1163,3.6596,3.6362,7.6196,19.6786,19.6786,-0.1891,-3.3034,-7.814,-0.9026,10.1084,10.4729,11.1935,11.968,-2.6396,-5.4953,-3.8049,-0.0664,5.5659,5.5199,6.781,10.5136,0.7201,-6.4344,-3.389,-12.3349,-3.802,2.4733,1.9328,4.7573,3.0239,-6.2805,-6.6421,-8.9836,-3.8169,4.3874,6.9384,8.2516,3.9846,-4.3359,-6.2668,13.1999,19.6786,9.3482,6.1226,17.9577,19.6786,4.4377,1.3623,-4.0665
FIELD4,GRAVITY X (m/s²),7.6185,7.5377,7.1485,6.3471,6.6553,7.662,8.7501,9.1065,8.9575,8.8272,8.3935,7.8329,7.3506,6.7622,6.7843,7.6051,8.2132,8.5863,8.9706,8.9451,8.2953,6.577,4.6173,3.8773,3.9012,5.762,8.7871,9.2143,8.8093,7.4594,6.0512,5.5249,5.939,7.4996,9.0757,9.1413,8.8846,7.8343,7.1979,7.35,7.7701,8.4108,8.6586,8.4313,7.9295,6.7879,6.1228,6.3082,6.8019,7.5823,8.0469,7.9564,7.4383,6.1422,4.955,4.566,4.9852,5.8546,6.5909,6.4225,5.9441,3.4793,1.7743,1.4262,1.7002,1.8713
FIELD5,GRAVITY Y (m/s²),-0.5865,0.0173,1.0632,2.693,3.1365,1.9759,1.1096,0.9091,1.1331,1.6452,1.7485,2.2224,3.3494,4.5989,4.8196,3.4845,2.0339,1.5638,1.8981,2.3087,2.2099,4.205,7.5903,8.7021,8.7588,7.4915,4.2959,3.3566,4.3088,6.1429,7.6058,8.1011,7.7951,6.3109,3.3072,2.6963,3.5929,5.8982,6.6589,6.4723,5.9519,4.8035,3.9127,4.3288,5.5078,6.9994,7.4691,7.2574,6.9728,6.1646,5.5218,5.728,6.3337,7.5584,8.2172,8.0873,7.4871,6.3613,5.4545,5.1615,4.9004,4.7223,5.9632,7.1426,7.1277,7.3567
FIELD6,GRAVITY Z (m/s²),6.1469,6.2732,6.6286,6.9737,6.4838,5.7932,4.2867,3.5235,3.8275,3.9426,4.7605,5.466,5.5607,5.4123,5.188,5.1177,4.9575,4.4721,3.4779,3.2902,4.7408,5.9356,4.152,2.326,2.0579,2.6166,0.7084,-0.0329,-0.0028,1.6713,1.3056,0.133,0.3682,0.314,-1.6925,-2.31,-2.0797,-0.0757,0.1435,-0.5059,-0.6081,-1.5343,-2.4268,-2.519,-1.7197,-1.0502,-1.7013,-1.9254,-1.133,-0.8228,-0.9633,0.2356,0.8522,1.1467,2.0236,3.1493,3.9066,4.629,4.7935,5.318,6.0684,7.8591,7.5804,6.5665,6.5173,6.2086
FIELD7,Time since start in ms ,10,110,209,308,409,508,611,709,808,909,1009,1109,1208,1308,1409,1508,1609,1709,1808,1908,2009,2109,2208,2308,2408,2509,2609,2709,2809,2909,3009,3109,3208,3309,3409,3509,3608,3709,3809,3908,4008,4108,4209,4309,4409,4510,4609,4709,4809,4909,5010,5108,5209,5309,5409,5510,5609,5710,5809,5909,6009,6109,6208,6309,6409,6509
FIELD8,YYYY-MO-DD HH-MI-SS_SSS,2019-11-25 12:11:39:178,2019-11-25 12:11:39:278,2019-11-25 12:11:39:377,2019-11-25 12:11:39:476,2019-11-25 12:11:39:577,2019-11-25 12:11:39:676,2019-11-25 12:11:39:779,2019-11-25 12:11:39:877,2019-11-25 12:11:39:976,2019-11-25 12:11:40:077,2019-11-25 12:11:40:177,2019-11-25 12:11:40:277,2019-11-25 12:11:40:376,2019-11-25 12:11:40:476,2019-11-25 12:11:40:577,2019-11-25 12:11:40:676,2019-11-25 12:11:40:777,2019-11-25 12:11:40:877,2019-11-25 12:11:40:976,2019-11-25 12:11:41:076,2019-11-25 12:11:41:177,2019-11-25 12:11:41:277,2019-11-25 12:11:41:376,2019-11-25 12:11:41:476,2019-11-25 12:11:41:576,2019-11-25 12:11:41:677,2019-11-25 12:11:41:777,2019-11-25 12:11:41:877,2019-11-25 12:11:41:977,2019-11-25 12:11:42:077,2019-11-25 12:11:42:177,2019-11-25 12:11:42:277,2019-11-25 12:11:42:376,2019-11-25 12:11:42:477,2019-11-25 12:11:42:577,2019-11-25 12:11:42:677,2019-11-25 12:11:42:776,2019-11-25 12:11:42:877,2019-11-25 12:11:42:977,2019-11-25 12:11:43:076,2019-11-25 12:11:43:176,2019-11-25 12:11:43:276,2019-11-25 12:11:43:377,2019-11-25 12:11:43:477,2019-11-25 12:11:43:577,2019-11-25 12:11:43:678,2019-11-25 12:11:43:777,2019-11-25 12:11:43:877,2019-11-25 12:11:43:977,2019-11-25 12:11:44:077,2019-11-25 12:11:44:178,2019-11-25 12:11:44:276,2019-11-25 12:11:44:377,2019-11-25 12:11:44:477,2019-11-25 12:11:44:577,2019-11-25 12:11:44:678,2019-11-25 12:11:44:777,2019-11-25 12:11:44:878,2019-11-25 12:11:44:977,2019-11-25 12:11:45:077,2019-11-25 12:11:45:177,2019-11-25 12:11:45:277,2019-11-25 12:11:45:376,2019-11-25 12:11:45:477,2019-11-25 12:11:45:577,2019-11-25 12:11:45:677
